shadow_name,subset,target,best_iou,mean_iou,std_iou,min_iou,n_runs,best_run,n_robots,arm_gap_m,seconds,best_shadow_png,q_rad_json,a_rot_deg,a_pitch_deg,a_elbow_deg,a_wristpitch_deg,a_wristroll_deg,a_grip_deg,b_rot_deg,b_pitch_deg,b_elbow_deg,b_wristpitch_deg,b_wristroll_deg,b_grip_deg,c_rot_deg,c_pitch_deg,c_elbow_deg,c_wristpitch_deg,c_wristroll_deg,c_grip_deg
abstract/device0_mpeg7-02,abstract,targets/abstract/device0_mpeg7-02.png,0.615,0.5767,0.022,0.5429,10,3,3,0.2,122.8,abstract/device0_mpeg7-02/device0_mpeg7-02_best.png,"[-1.91986, -0.806086, 0.336644, -0.721994, 0.352599, 1.289658, 1.059018, -1.705908, -0.566622, 0.336116, 2.577302, 1.208157, 1.004686, -0.023861, -0.944922, 1.13487, 0.059674, 0.047244]",-110.0,-46.19,19.29,-41.37,20.2,73.89,60.68,-97.74,-32.47,19.26,147.67,69.22,57.56,-1.37,-54.14,65.02,3.42,2.71
animals/dog_mpeg7-01,animals,targets/animals/dog_mpeg7-01.png,0.6149,0.562,0.0423,0.491,10,1,3,0.2,124.4,animals/dog_mpeg7-01/dog_mpeg7-01_best.png,"[1.025879, -0.427849, -1.69, -1.235117, -0.133546, 0.065598, 0.745721, -0.34665, -1.657121, -1.563713, -1.960746, 0.512711, 0.749946, 0.033489, -1.560118, 1.65806, 2.562733, 0.242595]",58.78,-24.51,-96.83,-70.77,-7.65,3.76,42.73,-19.86,-94.95,-89.59,-112.34,29.38,42.97,1.92,-89.39,95.0,146.83,13.9
letters_lower/c_dejavuserif-bold,letters_lower,targets/letters_lower/c_dejavuserif-bold.png,0.6148,0.5926,0.0167,0.5689,10,5,3,0.2,85.9,letters_lower/c_dejavuserif-bold/c_dejavuserif-bold_best.png,"[1.820833, -0.731576, -1.288096, 1.518307, 1.947437, 0.884469, -0.508454, 0.160016, -1.69, -1.056722, -1.32599, 1.287509, -0.903712, -1.529615, -1.673224, 0.835205, 1.546341, 0.160183]",104.33,-41.92,-73.8,86.99,111.58,50.68,-29.13,9.17,-96.83,-60.55,-75.97,73.77,-51.78,-87.64,-95.87,47.85,88.6,9.18
vehicles/chopper_mpeg7-03,vehicles,targets/vehicles/chopper_mpeg7-03.png,0.614,0.5893,0.0165,0.5636,10,8,3,0.2,86.4,vehicles/chopper_mpeg7-03/chopper_mpeg7-03_best.png,"[1.097325, -0.496102, -1.69, -1.584939, -1.698936, -0.174533, -1.150688, -0.579491, -0.225651, 1.638403, -1.65465, -0.114159, -1.730653, -1.505341, -0.264227, 0.633723, -2.232984, -0.130648]",62.87,-28.42,-96.83,-90.81,-97.34,-10.0,-65.93,-33.2,-12.93,93.87,-94.8,-6.54,-99.16,-86.25,-15.14,36.31,-127.94,-7.49
digits/4_dejavusansmono-bold,digits,targets/digits/4_dejavusansmono-bold.png,0.6134,0.5845,0.0191,0.5505,10,3,3,0.2,123.6,digits/4_dejavusansmono-bold/4_dejavusansmono-bold_best.png,"[0.802356, -1.577172, -0.33313, 0.731071, 2.821426, 1.31567, 0.418952, -0.772178, -0.449275, -1.24062, 1.729064, 0.655736, -0.6708, -1.060802, 0.904218, -1.638803, -2.359728, 0.206894]",45.97,-90.37,-19.09,41.89,161.66,75.38,24.0,-44.24,-25.74,-71.08,99.07,37.57,-38.43,-60.78,51.81,-93.9,-135.2,11.85
digits/9_dejavuserif-bold,digits,targets/digits/9_dejavuserif-bold.png,0.613,0.5759,0.0245,0.5334,10,5,3,0.2,123.2,digits/9_dejavuserif-bold/9_dejavuserif-bold_best.png,"[1.835504, -0.699524, -1.393037, 1.295652, 2.128531, 0.924216, 0.939564, -1.497923, -0.949415, 1.083411, -0.127993, 0.32585, -0.262531, -1.280211, -1.103561, 1.15163, 2.229136, 0.493748]",105.17,-40.08,-79.82,74.24,121.96,52.95,53.83,-85.82,-54.4,62.07,-7.33,18.67,-15.04,-73.35,-63.23,65.98,127.72,28.29
animals/cattle_mpeg7-01,animals,targets/animals/cattle_mpeg7-01.png,0.6121,0.5759,0.0226,0.5308,10,4,3,0.2,123.5,animals/cattle_mpeg7-01/cattle_mpeg7-01_best.png,"[0.722475, -1.237989, -0.493737, 1.318874, 2.767345, 1.74533, 0.181923, -1.075974, 0.03208, -0.103171, 0.78184, 0.68877, -0.077862, -1.488934, -0.756216, 1.641089, -2.322736, 1.551242]",41.39,-70.93,-28.29,75.57,158.56,100.0,10.42,-61.65,1.84,-5.91,44.8,39.46,-4.46,-85.31,-43.33,94.03,-133.08,88.88
vehicles/classic_mpeg7-05,vehicles,targets/vehicles/classic_mpeg7-05.png,0.612,0.5447,0.045,0.4676,10,1,3,0.2,86.4,vehicles/classic_mpeg7-05/classic_mpeg7-05_best.png,"[0.849981, -0.466531, -1.69, -1.557545, -0.018913, -0.174533, -1.090442, -0.406629, -0.834244, 1.610712, 2.84121, 1.480225, 0.947738, 0.127386, -0.257986, -1.169968, -2.027987, 0.880545]",48.7,-26.73,-96.83,-89.24,-1.08,-10.0,-62.48,-23.3,-47.8,92.29,162.79,84.81,54.3,7.3,-14.78,-67.03,-116.2,50.45
abstract/device7_mpeg7-03,abstract,targets/abstract/device7_mpeg7-03.png,0.6118,0.5762,0.0166,0.5506,10,2,3,0.2,120.8,abstract/device7_mpeg7-03/device7_mpeg7-03_best.png,"[1.429962, -1.476098, -0.8049, 0.012403, -0.991126, 1.528207, -1.91986, 0.367787, -0.67661, -1.065661, 1.357876, 1.146565, 0.399998, 0.065529, -1.647397, -0.863331, -0.631553, 1.657947]",81.93,-84.57,-46.12,0.71,-56.79,87.56,-110.0,21.07,-38.77,-61.06,77.8,65.69,22.92,3.75,-94.39,-49.47,-36.19,94.99
vehicles/car_mpeg7-01,vehicles,targets/vehicles/car_mpeg7-01.png,0.6117,0.5654,0.0254,0.5326,10,8,3,0.2,86.5,vehicles/car_mpeg7-01/car_mpeg7-01_best.png,"[0.917858, -0.475352, -1.613195, -1.435421, -0.603226, 1.56481, -1.20085, -0.674629, -0.035543, 0.959909, -1.966395, 0.178276, 0.8175, -0.771603, -1.661416, -0.69165, 0.628355, 0.854528]",52.59,-27.24,-92.43,-82.24,-34.56,89.66,-68.8,-38.65,-2.04,55.0,-112.67,10.21,46.84,-44.21,-95.19,-39.63,36.0,48.96
digits/4_dejavusans-bold,digits,targets/digits/4_dejavusans-bold.png,0.6104,0.5954,0.0161,0.5657,10,4,3,0.2,123.7,digits/4_dejavusans-bold/4_dejavusans-bold_best.png,"[0.771085, -1.478829, -0.379958, 0.520492, 2.84121, 1.521606, 0.243639, -0.216026, -1.51845, -0.652125, -0.956566, 1.632941, 0.962993, -0.395694, -0.048077, 1.509644, -1.496315, 0.842281]",44.18,-84.73,-21.77,29.82,162.79,87.18,13.96,-12.38,-87.0,-37.36,-54.81,93.56,55.18,-22.67,-2.75,86.5,-85.73,48.26
letters_lower/k_dejavuserif-bold,letters_lower,targets/letters_lower/k_dejavuserif-bold.png,0.6096,0.5761,0.0172,0.5451,10,4,3,0.2,87.5,letters_lower/k_dejavuserif-bold/k_dejavuserif-bold_best.png,"[1.791775, -0.91399, -0.876186, 1.018023, 0.025721, -0.142214, -0.713481, -1.263629, -0.478838, -0.706205, 0.404313, 0.758049, -0.963223, -1.518532, -1.114782, -1.65806, 2.782243, 0.377269]",102.66,-52.37,-50.2,58.33,1.47,-8.15,-40.88,-72.4,-27.44,-40.46,23.17,43.43,-55.19,-87.01,-63.87,-95.0,159.41,21.62
abstract/device5_mpeg7-05,abstract,targets/abstract/device5_mpeg7-05.png,0.6091,0.5814,0.0279,0.5072,10,8,3,0.2,122.2,abstract/device5_mpeg7-05/device5_mpeg7-05_best.png,"[1.131128, -0.760398, -1.623617, -1.013796, -1.515832, -0.02711, -0.546624, -1.098326, -0.025472, -1.231738, -0.19622, -0.075001, 0.466497, -0.590741, -0.570225, 1.65806, -0.440409, 1.275624]",64.81,-43.57,-93.03,-58.09,-86.85,-1.55,-31.32,-62.93,-1.46,-70.57,-11.24,-4.3,26.73,-33.85,-32.67,95.0,-25.23,73.09
abstract/heart_mpeg7-05,abstract,targets/abstract/heart_mpeg7-05.png,0.6088,0.5846,0.0164,0.5562,10,0,3,0.2,123.5,abstract/heart_mpeg7-05/heart_mpeg7-05_best.png,"[-1.891833, 0.546829, -1.478925, 0.786433, 2.51749, 0.669769, -1.433397, -0.105097, -0.519422, 0.207669, -2.014606, 1.422928, -0.431058, -1.189773, -1.548187, 0.870735, -1.733822, 0.07277]",-108.39,31.33,-84.74,45.06,144.24,38.37,-82.13,-6.02,-29.76,11.9,-115.43,81.53,-24.7,-68.17,-88.7,49.89,-99.34,4.17
letters_lower/u_dejavuserif-bold,letters_lower,targets/letters_lower/u_dejavuserif-bold.png,0.6078,0.5754,0.0196,0.5472,10,4,3,0.2,85.8,letters_lower/u_dejavuserif-bold/u_dejavuserif-bold_best.png,"[0.795724, -0.977204, -1.446751, 1.130272, 2.456058, 0.576882, 1.858642, -0.979732, -1.172922, 1.085922, 1.38894, 1.473516, 1.040026, -1.527985, -0.690494, -1.16242, 2.811865, 0.551835]",45.59,-55.99,-82.89,64.76,140.72,33.05,106.49,-56.13,-67.2,62.22,79.58,84.43,59.59,-87.55,-39.56,-66.6,161.11,31.62
letters_lower/q_dejavuserif-bold,letters_lower,targets/letters_lower/q_dejavuserif-bold.png,0.6076,0.564,0.0253,0.525,10,1,3,0.2,86.2,letters_lower/q_dejavuserif-bold/q_dejavuserif-bold_best.png,"[0.902726, -1.74533, -0.282961, 0.410197, -1.478891, -0.161404, -0.72299, -0.44958, -0.715619, -0.689936, 1.117234, 1.598764, 0.841034, -0.005506, -0.640717, -1.19987, -2.197262, 0.350349]",51.72,-100.0,-16.21,23.5,-84.73,-9.25,-41.42,-25.76,-41.0,-39.53,64.01,91.6,48.19,-0.32,-36.71,-68.75,-125.89,20.07
animals/elephant_mpeg7-03,animals,targets/animals/elephant_mpeg7-03.png,0.6065,0.5841,0.0146,0.5658,10,0,3,0.2,122.1,animals/elephant_mpeg7-03/elephant_mpeg7-03_best.png,"[-0.593072, -0.414496, -1.442492, -1.387946, 2.263717, 1.74533, -1.254196, 0.362277, -1.462629, -1.342855, 1.556567, 1.387343, 0.665244, -0.694442, -1.407401, -1.611177, -2.720192, 0.513216]",-33.98,-23.75,-82.65,-79.52,129.7,100.0,-71.86,20.76,-83.8,-76.94,89.18,79.49,38.12,-39.79,-80.64,-92.31,-155.86,29.41
letters_upper/A_dejavusansmono-bold,letters_upper,targets/letters_upper/A_dejavusansmono-bold.png,0.6054,0.5842,0.0162,0.5538,10,2,3,0.2,125.2,letters_upper/A_dejavusansmono-bold/A_dejavusansmono-bold_best.png,"[1.841894, -1.292841, 0.151995, 0.190536, -0.86827, 0.671946, 1.043885, -0.85914, -1.69, -1.447544, -0.786209, -0.167309, -0.730543, -1.104996, -1.065224, 1.005999, 2.600785, 1.640875]",105.53,-74.07,8.71,10.92,-49.75,38.5,59.81,-49.23,-96.83,-82.94,-45.05,-9.59,-41.86,-63.31,-61.03,57.64,149.01,94.02
letters_upper/P_dejavuserif-bold,letters_upper,targets/letters_upper/P_dejavuserif-bold.png,0.6053,0.5856,0.0135,0.5649,10,5,3,0.2,123.5,letters_upper/P_dejavuserif-bold/P_dejavuserif-bold_best.png,"[1.783125, -0.926662, -0.400657, 0.435975, 1.410504, 1.280152, -0.310123, -0.688822, -1.69, 0.645405, -0.435075, 0.149517, -1.174846, 0.260696, -1.504111, -0.87393, -2.285376, 1.547735]",102.17,-53.09,-22.96,24.98,80.82,73.35,-17.77,-39.47,-96.83,36.98,-24.93,8.57,-67.31,14.94,-86.18,-50.07,-130.94,88.68
letters_upper/K_dejavusans-bold,letters_upper,targets/letters_upper/K_dejavusans-bold.png,0.605,0.5646,0.03,0.5127,10,3,3,0.2,123.9,letters_upper/K_dejavusans-bold/K_dejavusans-bold_best.png,"[1.634337, -1.612881, -0.404237, -0.25152, 2.677892, 0.280625, 1.214764, -1.022988, -1.497947, -1.179829, -1.020978, 1.141829, -1.853813, -0.248183, -0.420342, 0.076582, -1.585134, -0.127692]",93.64,-92.41,-23.16,-14.41,153.43,16.08,69.6,-58.61,-85.83,-67.6,-58.5,65.42,-106.22,-14.22,-24.08,4.39,-90.82,-7.32
vehicles/car_mpeg7-04,vehicles,targets/vehicles/car_mpeg7-04.png,0.6046,0.5493,0.0297,0.4969,10,1,3,0.2,86.8,vehicles/car_mpeg7-04/car_mpeg7-04_best.png,"[0.710982, -0.438112, -1.502796, -1.648996, -0.507857, -0.11728, -0.924199, -0.615322, -1.672822, -1.65806, 2.084154, 1.15957, -1.225026, -0.260429, -0.14598, 0.486182, -2.698504, 0.709181]",40.74,-25.1,-86.1,-94.48,-29.1,-6.72,-52.95,-35.26,-95.85,-95.0,119.41,66.44,-70.19,-14.92,-8.36,27.86,-154.61,40.63
objects/shoe_mpeg7-05,objects,targets/objects/shoe_mpeg7-05.png,0.6043,0.554,0.0329,0.5046,10,6,3,0.2,86.2,objects/shoe_mpeg7-05/shoe_mpeg7-05_best.png,"[1.093279, -0.731535, -1.584977, -1.192785, 0.45101, -0.138572, 0.49627, -0.40746, -1.549391, -1.355292, -2.172508, 0.081152, 0.942817, -0.072473, -0.62669, 1.494068, 0.007625, 0.076151]",62.64,-41.91,-90.81,-68.34,25.84,-7.94,28.43,-23.35,-88.77,-77.65,-124.48,4.65,54.02,-4.15,-35.91,85.6,0.44,4.36
animals/flatfish_mpeg7-04,animals,targets/animals/flatfish_mpeg7-04.png,0.6042,0.5535,0.0301,0.5105,10,7,3,0.2,123.2,animals/flatfish_mpeg7-04/flatfish_mpeg7-04_best.png,"[0.829138, -0.641891, -1.320234, -1.641579, 2.84121, 0.224, -0.80737, -0.81861, -1.642777, -0.808105, -1.195913, 0.182354, -1.337524, -0.630853, -0.273308, 1.388243, -1.380415, 1.055894]",47.51,-36.78,-75.64,-94.06,162.79,12.83,-46.26,-46.9,-94.12,-46.3,-68.52,10.45,-76.63,-36.15,-15.66,79.54,-79.09,60.5
digits/8_dejavusansmono-bold,digits,targets/digits/8_dejavusansmono-bold.png,0.6027,0.5812,0.0228,0.5209,10,8,3,0.2,124.5,digits/8_dejavusansmono-bold/8_dejavusansmono-bold_best.png,"[1.005978, -0.495769, -0.848779, -1.464924, -1.071056, -0.117976, 1.132818, -1.238876, -1.225508, 0.684114, -1.972336, 0.001741, -1.004497, -1.66738, -1.436111, 0.997867, 0.043741, -0.102879]",57.64,-28.41,-48.63,-83.93,-61.37,-6.76,64.91,-70.98,-70.22,39.2,-113.01,0.1,-57.55,-95.53,-82.28,57.17,2.51,-5.89
animals/turtle_mpeg7-02,animals,targets/animals/turtle_mpeg7-02.png,0.6025,0.5321,0.0286,0.4992,10,4,3,0.2,124.5,animals/turtle_mpeg7-02/turtle_mpeg7-02_best.png,"[-0.672307, -0.943283, -1.072078, 1.632857, 2.749791, 1.2693, 0.42037, -1.063231, -0.235835, 0.758136, 2.372732, 0.145958, -0.607799, -1.509776, -0.60982, -1.507132, -1.768066, 1.72225]",-38.52,-54.05,-61.43,93.56,157.55,72.73,24.09,-60.92,-13.51,43.44,135.95,8.36,-34.82,-86.5,-34.94,-86.35,-101.3,98.68
digits/2_dejavusansmono-bold,digits,targets/digits/2_dejavusansmono-bold.png,0.6018,0.5524,0.0274,0.5065,10,5,3,0.2,123.1,digits/2_dejavusansmono-bold/2_dejavusansmono-bold_best.png,"[-0.546691, -0.710055, -1.414812, 0.736918, -2.090227, 1.447688, -1.208682, -1.636508, -1.570193, 0.482879, 0.430521, 1.125786, 1.239333, 0.100657, 0.796855, -0.812962, -0.084254, 0.740839]",-31.32,-40.68,-81.06,42.22,-119.76,82.95,-69.25,-93.77,-89.97,27.67,24.67,64.5,71.01,5.77,45.66,-46.58,-4.83,42.45
animals/flatfish_mpeg7-02,animals,targets/animals/flatfish_mpeg7-02.png,0.6011,0.5219,0.036,0.478,10,8,3,0.2,123.9,animals/flatfish_mpeg7-02/flatfish_mpeg7-02_best.png,"[1.026777, -0.570032, -1.490204, -1.450155, -2.070115, -0.029442, -0.816709, -0.892433, -1.577041, -0.468999, -2.377885, -0.174533, 0.678067, -0.793869, -0.046706, 1.006087, -1.569047, 1.183401]",58.83,-32.66,-85.38,-83.09,-118.61,-1.69,-46.79,-51.13,-90.36,-26.87,-136.24,-10.0,38.85,-45.49,-2.68,57.64,-89.9,67.8
animals/flatfish_mpeg7-05,animals,targets/animals/flatfish_mpeg7-05.png,0.601,0.5444,0.0285,0.5049,10,8,3,0.2,122.5,animals/flatfish_mpeg7-05/flatfish_mpeg7-05_best.png,"[0.949369, -0.555656, -1.537411, -1.412746, -2.068252, 0.01854, -0.983392, -0.721986, -0.231972, 1.36304, -2.395551, 1.62392, 0.87092, -0.845933, -1.60509, -0.862035, 1.167875, 1.721774]",54.39,-31.84,-88.09,-80.94,-118.5,1.06,-56.34,-41.37,-13.29,78.1,-137.25,93.04,49.9,-48.47,-91.96,-49.39,66.91,98.65
animals/elephant_mpeg7-04,animals,targets/animals/elephant_mpeg7-04.png,0.6006,0.5525,0.0252,0.5077,10,9,3,0.2,123.6,animals/elephant_mpeg7-04/elephant_mpeg7-04_best.png,"[0.896414, -0.456872, -1.384141, -1.556266, -1.115038, 1.340163, -0.909177, -0.537545, 0.001235, -1.65806, -0.870751, 0.137609, -0.799003, -0.719833, -1.395557, 1.404043, -1.794822, 0.964949]",51.36,-26.18,-79.31,-89.17,-63.89,76.79,-52.09,-30.8,0.07,-95.0,-49.89,7.88,-45.78,-41.24,-79.96,80.45,-102.84,55.29
letters_upper/R_dejavusansmono-bold,letters_upper,targets/letters_upper/R_dejavusansmono-bold.png,0.6005,0.5615,0.0221,0.5224,10,2,3,0.2,124.1,letters_upper/R_dejavusansmono-bold/R_dejavusansmono-bold_best.png,"[-1.450877, 0.157029, -1.460892, -1.210586, 1.339312, 1.170118, -0.547777, -1.352774, -0.389571, -0.127101, -1.509289, 0.300601, -0.278173, -1.6581, -0.24232, 1.633698, -0.465729, 0.309355]",-83.13,9.0,-83.7,-69.36,76.74,67.04,-31.39,-77.51,-22.32,-7.28,-86.48,17.22,-15.94,-95.0,-13.88,93.6,-26.68,17.72
letters_lower/q_dejavusansmono-bold,letters_lower,targets/letters_lower/q_dejavusansmono-bold.png,0.6,0.5782,0.0121,0.5527,10,1,3,0.2,86.7,letters_lower/q_dejavusansmono-bold/q_dejavusansmono-bold_best.png,"[0.524324, -1.57528, -0.255754, 0.523405, -1.365983, -0.032314, -1.104736, -0.429644, -0.447839, -1.363072, 1.643396, 0.527388, -1.903614, -0.142284, 0.070655, -0.462018, 0.955904, 1.736986]",30.04,-90.26,-14.65,29.99,-78.27,-1.85,-63.3,-24.62,-25.66,-78.1,94.16,30.22,-109.07,-8.15,4.05,-26.47,54.77,99.52
letters_lower/n_dejavuserif-bold,letters_lower,targets/letters_lower/n_dejavuserif-bold.png,0.5996,0.5735,0.0158,0.5464,10,2,3,0.2,86.0,letters_lower/n_dejavuserif-bold/n_dejavuserif-bold_best.png,"[-1.483955, 0.322492, -0.933909, -1.65806, 1.350949, 0.98281, -0.071745, -1.390387, -0.377595, 0.320012, -0.820901, 0.265281, 0.436188, -1.646095, -0.542193, 0.703944, 1.891166, 1.475785]",-85.02,18.48,-53.51,-95.0,77.4,56.31,-4.11,-79.66,-21.63,18.34,-47.03,15.2,24.99,-94.31,-31.07,40.33,108.36,84.56
letters_lower/x_dejavusansmono-bold,letters_lower,targets/letters_lower/x_dejavusansmono-bold.png,0.5996,0.5511,0.026,0.5164,10,5,3,0.2,88.0,letters_lower/x_dejavusansmono-bold/x_dejavusansmono-bold_best.png,"[-1.91986, -0.572877, 0.296204, -0.616543, -1.895713, -0.174533, -1.91986, -0.5689, -1.275884, -0.411536, -1.481079, -0.130332, 0.973051, -0.944112, -1.671411, -1.616942, -1.416973, 1.031723]",-110.0,-32.82,16.97,-35.33,-108.62,-10.0,-110.0,-32.6,-73.1,-23.58,-84.86,-7.47,55.75,-54.09,-95.76,-92.64,-81.19,59.11
vehicles/truck_mpeg7-02,vehicles,targets/vehicles/truck_mpeg7-02.png,0.599,0.5507,0.034,0.5012,10,5,3,0.2,85.2,vehicles/truck_mpeg7-02/truck_mpeg7-02_best.png,"[0.90855, -1.263459, 0.120706, -1.65806, 1.92899, -0.14607, 0.860938, -0.721782, -1.557565, -1.358761, 1.242178, 1.451337, -0.989399, -0.805308, 0.675928, -1.013985, 0.166153, 1.553086]",52.06,-72.39,6.92,-95.0,110.52,-8.37,49.33,-41.36,-89.24,-77.85,71.17,83.16,-56.69,-46.14,38.73,-58.1,9.52,88.99
letters_upper/N_dejavusans-bold,letters_upper,targets/letters_upper/N_dejavusans-bold.png,0.5987,0.5668,0.019,0.533,10,3,3,0.2,123.7,letters_upper/N_dejavusans-bold/N_dejavusans-bold_best.png,"[-1.91986, 0.326803, -0.437878, -1.075927, 0.739205, 0.70171, 1.851995, -1.111119, -1.238729, 1.039984, -0.993643, 0.636353, -1.91986, -0.786708, 0.360551, -1.59782, -2.449598, 0.534154]",-110.0,18.72,-25.09,-61.65,42.35,40.21,106.11,-63.66,-70.97,59.59,-56.93,36.46,-110.0,-45.08,20.66,-91.55,-140.35,30.6
objects/shoe_mpeg7-01,objects,targets/objects/shoe_mpeg7-01.png,0.5987,0.5358,0.0402,0.4743,10,6,3,0.2,86.4,objects/shoe_mpeg7-01/shoe_mpeg7-01_best.png,"[1.056339, -0.626763, -1.582108, -1.399786, 1.373921, -0.136949, -0.173925, -0.543125, -1.443757, -1.247155, -1.906043, 1.229918, 0.853189, -0.430656, -0.422757, 1.635617, -1.535414, 0.004068]",60.52,-35.91,-90.65,-80.2,78.72,-7.85,-9.97,-31.12,-82.72,-71.46,-109.21,70.47,48.88,-24.67,-24.22,93.71,-87.97,0.23
objects/shoe_mpeg7-04,objects,targets/objects/shoe_mpeg7-04.png,0.5977,0.5485,0.0362,0.498,10,8,3,0.2,86.0,objects/shoe_mpeg7-04/shoe_mpeg7-04_best.png,"[0.988271, -0.511631, -1.69, -1.429039, -1.704643, 0.181369, 0.603891, -0.685589, -1.188096, -1.547842, -1.776019, 0.363852, 1.91986, -0.802154, -1.376683, -1.482329, 1.441466, 1.681108]",56.62,-29.31,-96.83,-81.88,-97.67,10.39,34.6,-39.28,-68.07,-88.68,-101.76,20.85,110.0,-45.96,-78.88,-84.93,82.59,96.32
animals/lmfish_mpeg7-02,animals,targets/animals/lmfish_mpeg7-02.png,0.5976,0.5611,0.0265,0.5111,10,0,3,0.2,122.2,animals/lmfish_mpeg7-02/lmfish_mpeg7-02_best.png,"[-0.551906, -0.449926, -1.430161, -1.541836, 2.225007, 1.694681, 0.03625, -0.575176, -1.492465, -0.448218, -0.954891, 0.799404, -1.352774, 0.316456, -0.773475, 1.339434, 1.629524, 0.486679]",-31.62,-25.78,-81.94,-88.34,127.48,97.1,2.08,-32.96,-85.51,-25.68,-54.71,45.8,-77.51,18.13,-44.32,76.74,93.36,27.88
abstract/device7_mpeg7-02,abstract,targets/abstract/device7_mpeg7-02.png,0.5965,0.5712,0.0192,0.5349,10,2,3,0.2,122.3,abstract/device7_mpeg7-02/device7_mpeg7-02_best.png,"[1.314313, -1.730587, 0.133017, -0.432919, -0.96523, 0.177086, -1.919458, 0.761646, -1.326008, -0.856753, 1.124388, 1.211096, 1.91986, -0.928698, -1.69, 1.509977, 0.396635, 0.098137]",75.3,-99.16,7.62,-24.8,-55.3,10.15,-109.98,43.64,-75.97,-49.09,64.42,69.39,110.0,-53.21,-96.83,86.52,22.73,5.62
letters_lower/j_dejavuserif-bold,letters_lower,targets/letters_lower/j_dejavuserif-bold.png,0.5964,0.567,0.0242,0.5187,10,7,3,0.2,87.6,letters_lower/j_dejavuserif-bold/j_dejavuserif-bold_best.png,"[1.871436, 0.382168, -1.204985, -0.967107, 2.749917, -0.091764, -0.702374, -1.084295, -0.514501, 0.063751, -0.408728, 0.892713, -1.260584, -1.714077, -1.194767, 1.450839, -2.741845, 0.283929]",107.23,21.9,-69.04,-55.41,157.56,-5.26,-40.24,-62.13,-29.48,3.65,-23.42,51.15,-72.23,-98.21,-68.46,83.13,-157.1,16.27
hand_shadow/bird_hasper-01,hand_shadow,targets/hand_shadow/bird_hasper-01.png,0.5955,0.5459,0.0248,0.4988,10,6,3,0.2,85.5,hand_shadow/bird_hasper-01/bird_hasper-01_best.png,"[1.037154, -0.857815, -1.457395, -1.406127, 1.641191, 0.125829, -0.489419, -0.626294, -1.419484, -0.96524, -2.406579, 0.746288, -1.120985, -1.22715, 1.057892, -0.041185, 1.085692, 1.210416]",59.42,-49.15,-83.5,-80.57,94.03,7.21,-28.04,-35.88,-81.33,-55.3,-137.89,42.76,-64.23,-70.31,60.61,-2.36,62.21,69.35
letters_upper/A_dejavusans-bold,letters_upper,targets/letters_upper/A_dejavusans-bold.png,0.5945,0.56,0.0225,0.5239,10,9,3,0.2,124.1,letters_upper/A_dejavusans-bold/A_dejavusans-bold_best.png,"[0.672342, -0.482629, -1.015229, -1.619159, -0.201256, 0.719713, 0.924712, -1.059319, -1.2948, -1.652489, 2.018933, 0.649516, -1.406218, 0.845977, -1.407341, 1.039476, -1.793227, 0.163452]",38.52,-27.65,-58.17,-92.77,-11.53,41.24,52.98,-60.69,-74.19,-94.68,115.68,37.21,-80.57,48.47,-80.63,59.56,-102.74,9.37
letters_lower/w_dejavusansmono-bold,letters_lower,targets/letters_lower/w_dejavusansmono-bold.png,0.5938,0.5563,0.0249,0.5207,10,4,3,0.2,85.4,letters_lower/w_dejavusansmono-bold/w_dejavusansmono-bold_best.png,"[1.107854, -1.425394, -1.141885, 0.812144, 2.613189, 1.681283, 1.007814, 0.329064, -1.297176, -1.023386, -0.347475, 0.815609, 1.91986, -1.161778, 0.395655, 0.02232, -2.568557, 0.220683]",63.48,-81.67,-65.43,46.53,149.72,96.33,57.74,18.85,-74.32,-58.64,-19.91,46.73,110.0,-66.56,22.67,1.28,-147.17,12.64
objects/brick_mpeg7-03,objects,targets/objects/brick_mpeg7-03.png,0.5938,0.5625,0.0275,0.5081,10,1,3,0.2,86.2,objects/brick_mpeg7-03/brick_mpeg7-03_best.png,"[0.999187, -0.598074, -1.69, -1.156034, -0.12485, 0.446012, -1.833687, -0.530909, -1.53417, -1.610365, 1.55467, 0.318729, 0.594614, -0.39951, 0.071033, -1.647872, -1.606456, 0.827627]",57.25,-34.27,-96.83,-66.24,-7.15,25.55,-105.06,-30.42,-87.9,-92.27,89.08,18.26,34.07,-22.89,4.07,-94.42,-92.04,47.42
objects/brick_mpeg7-05,objects,targets/objects/brick_mpeg7-05.png,0.5937,0.5521,0.0256,0.5063,10,8,3,0.2,87.2,objects/brick_mpeg7-05/brick_mpeg7-05_best.png,"[0.697705, -0.446354, -1.675628, -1.583921, -2.389171, 0.628116, -1.311959, -0.309077, -0.497186, 1.127621, -2.104356, 0.086019, -0.971617, -0.625996, -1.514346, -1.656177, -0.449517, 0.69588]",39.98,-25.57,-96.01,-90.75,-136.89,35.99,-75.17,-17.71,-28.49,64.61,-120.57,4.93,-55.67,-35.87,-86.77,-94.89,-25.76,39.87
