sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,assignment_stability,n_arm_swaps,total_path_length_deg,loop_closure_dq_max_deg,loop_closure_shadow_step_iou,loop_closure_target_step_iou,dq_max_deg_by_transition
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,16,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f16/f16_best.png,0.6516,0.6516,0.789,0.2552,0.4619,0.01452,0.0472,0.7964,0.9546,1.2358,0,1,1,0.09124,0.21452,4,2,0.049,2,0.6127,0.7979,0.783,0.0186,16->17,287.04,410.21,1,0.6602,0.7824,0.1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,17,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f17/f17_best.png,0.6528,0.6528,0.7899,0.2067,0.3209,0.01994,0.06299,0.783,1.3755,0.9141,0,3,3,0.08529,0.27204,4,2,0.0579,2,0.5526,0.828,0.6216,0.2492,17->18,182.14,297.27,1,0.6865,0.818,0.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,18,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f18/f18_best.png,0.7255,0.7255,0.8409,0.2214,0.3933,0.01984,0.08735,0.9059,1.151,0.6102,0,1,1,0.0841,0.22747,3,4,0.0348,1,0.5386,0.8043,0.6356,0.2098,18->19,296.05,404.62,1,0.787,0.9039,0.1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,19,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f19/f19_best.png,0.725,0.725,0.8406,0.2188,0.3762,0.02102,0.0784,0.8529,0.6386,0.4035,0,1,1,0.09914,0.26002,3,6,0.0444,3,0.7101,0.7766,0.8462,0.0896,19->20,231.93,434.45,1,0.7037,0.9054,0.2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,20,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f20/f20_best.png,0.7158,0.7158,0.8343,0.2541,0.4817,0.02098,0.08442,0.8855,1.0298,0.4347,0,1,1,0.06039,0.14523,3,5,0.0574,2,0.5751,0.7849,0.76,0.0318,20->21,159.75,333.99,1,0.6846,0.9971,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,21,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f21/f21_best.png,0.7207,0.7207,0.8377,0.2013,0.3655,0.01997,0.07694,0.8715,0.862,0.508,0,3,3,0.08781,0.21142,3,3,0.0385,0,0.6715,0.7849,0.7404,0.0568,21->22,177.47,248.19,1,0.732,0.9955,0.2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,22,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f22/f22_best.png,0.718,0.718,0.8358,0.187,0.3627,0.01998,0.07626,0.8869,1.579,0.5977,0,1,1,0.09248,0.2347,3,2,0.033,1,0.6634,0.7849,0.6857,0.1264,22->23,52.28,92.48,0,0.7993,0.9966,0.1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,23,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f23/f23_best.png,0.7162,0.7162,0.8347,0.2279,0.3847,0.0197,0.08156,0.8788,1.1077,0.5496,0,2,2,0.08542,0.20454,3,2,0.0448,1,0.6559,0.7849,0.7212,0.0813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.6254,0.5554,0.7255,0.0592,0.6254,0.5554,0.7255,0.0592,0.7679,0.7141,0.8409,0.0437,0.2084,0.1588,0.2552,0.0293,0.362,0.285,0.4817,0.0525,0.0225,0.0145,0.0289,0.0036,0.0918,0.0472,0.1433,0.0281,0.7776,0.6817,0.9059,0.0679,0.9388,0.2018,1.9316,0.3757,0.8571,0.4035,1.2815,0.2389,0.0,0.0,0.0,0.0,1.3333,0.0,4.0,1.0274,1.3333,0.0,4.0,1.0274,0.0736,0.0483,0.0991,0.0145,0.179,0.0782,0.272,0.0504,3.75,3.0,4.0,0.433,3.9583,2.0,7.0,1.5133,0.1349,0.033,0.256,0.0805,1.2917,0.0,3.0,0.8406,0.5501,0.3948,0.7101,0.071,0.8404,0.7766,0.9091,0.0412,0.7042,0.5984,0.8545,0.0661,0.1671,0.0186,0.3162,0.0805,191.1635,52.28,296.05,78.2063,299.997,92.48,434.45,98.9988,0.6668,0.4765,0.7993,0.0703,0.8124,0.3963,0.9971,0.1521,0.1456,-0.0916,0.3125,0.1099,0.9565,68.75,0.3913,14,6899.93,,,,"[237.53, 276.93, 289.44, 84.83, 78.22, 289.12, 206.91, 106.48, 88.25, 203.57, 264.65, 236.83, 131.05, 147.48, 100.18, 268.63, 287.04, 182.14, 296.05, 231.93, 159.75, 177.47, 52.28]"
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,0,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f00/f00_best.png,0.6582,0.6582,0.7938,0.2143,0.3708,0.01587,0.04972,0.8337,6.3216,0.094,0,0,0,0.03177,0.04841,3,1,0.0555,2,0.5178,0.4623,0.375,0.1888,0->1,169.42,313.36,1,0.7861,0.8128,0.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,1,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f01/f01_best.png,0.6286,0.6286,0.772,0.2208,0.3813,0.01792,0.04972,0.8536,4.1879,0.1636,0,0,0,0.03688,0.0,3,5,0.0346,2,0.6044,0.4623,0.4688,0.014,1->2,191.01,273.62,1,0.6082,0.813,0.2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,2,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f02/f02_best.png,0.6535,0.6535,0.7904,0.274,0.4327,0.016,0.05025,0.857,2.4094,0.0643,0,0,0,0.02877,0.0,3,4,0.0509,1,0.4455,0.4623,0.4297,0.0705,2->3,115.07,152.36,1,0.7669,0.8167,0.0498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,3,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f03/f03_best.png,0.6635,0.6635,0.7977,0.2592,0.4178,0.01589,0.05786,0.8441,2.5476,0.0915,0,0,0,0.03672,0.02266,3,4,0.0621,1,0.4155,0.4623,0.4219,0.0874,3->4,139.47,208.92,1,0.7886,0.8134,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,4,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f04/f04_best.png,0.6623,0.6623,0.7968,0.2938,0.4673,0.01549,0.06077,0.8192,2.4239,0.1381,0,0,0,0.03214,0.00156,3,3,0.1861,0,0.618,0.4717,0.3672,0.2216,4->5,266.7,374.68,1,0.7644,0.9614,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,5,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f05/f05_best.png,0.6714,0.6714,0.8034,0.2493,0.3794,0.01567,0.0622,0.8313,4.0673,0.1737,0,0,0,0.02178,0.0,3,4,0.0498,1,0.3809,0.4623,0.5156,0.1154,5->6,212.03,369.66,1,0.749,0.9965,0.2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,6,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f06/f06_best.png,0.641,0.641,0.7813,0.2336,0.3645,0.01724,0.05452,0.7791,4.6461,0.0931,0,0,0,0.02863,0.00937,3,4,0.0548,1,0.6543,0.4623,0.3906,0.155,6->7,264.97,413.08,1,0.7151,0.9531,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,7,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f07/f07_best.png,0.6249,0.6249,0.7691,0.1984,0.3432,0.01724,0.06077,0.8655,3.9696,0.1174,0,0,0,0.03771,0.01953,3,4,0.0474,1,0.6295,0.4623,0.375,0.1888,7->8,243.84,354.77,1,0.7626,0.9789,0.2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,8,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f08/f08_best.png,0.6346,0.6346,0.7765,0.2245,0.3738,0.01772,0.06629,0.8084,4.8927,0.1158,0,0,0,0.03806,0.0,3,5,0.061,2,0.4562,0.4623,0.5391,0.1661,8->9,207.9,293.78,1,0.7684,0.962,0.1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,9,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f09/f09_best.png,0.5993,0.5993,0.7495,0.2338,0.3499,0.02011,0.08449,0.7705,5.2403,0.1678,0,0,0,0.03337,0.01719,3,3,0.0851,0,0.5856,0.4623,0.5547,0.1999,9->10,194.16,358.34,1,0.7474,0.9918,0.2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,10,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f10/f10_best.png,0.6058,0.6058,0.7545,0.2434,0.3985,0.01704,0.06001,0.8127,2.0804,0.0881,0,0,0,0.04209,0.00156,3,6,0.0343,3,0.5624,0.4623,0.3672,0.2057,10->11,219.58,325.25,1,0.7615,0.9884,0.2269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,11,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f11/f11_best.png,0.616,0.616,0.7624,0.2688,0.4421,0.01785,0.06659,0.7834,2.7865,0.1347,0,0,0,0.03512,0.0,3,5,0.0444,2,0.488,0.4623,0.3906,0.155,11->12,114.88,180.22,1,0.62,0.7683,0.1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,12,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f12/f12_best.png,0.6058,0.6058,0.7545,0.2648,0.4547,0.01812,0.06629,0.8055,3.4188,0.0993,0,0,0,0.02831,0.02109,3,3,0.0768,0,0.5239,0.463,0.4375,0.055,12->13,228.95,321.52,1,0.6794,0.799,0.1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,13,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f13/f13_best.png,0.6493,0.6493,0.7874,0.2861,0.4521,0.01622,0.07112,0.7741,1.4259,0.0995,0,1,1,0.03956,0.02186,3,0,,3,0.5226,0.4636,0.4922,0.0616,13->14,55.63,100.31,0,0.8394,0.9743,0.1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,frame,14,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_I/f14/f14_best.png,0.6493,0.6493,0.7873,0.2418,0.3773,0.0165,0.06006,0.8512,1.2561,0.0836,0,0,0,0.04497,0.05154,3,3,0.0603,0,0.62,0.4455,0.5156,0.1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_I,optimizer_static,original,15,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.6376,0.5993,0.6714,0.0225,0.6376,0.5993,0.6714,0.0225,0.7784,0.7495,0.8034,0.0168,0.2471,0.1984,0.2938,0.0263,0.4004,0.3432,0.4673,0.0393,0.017,0.0155,0.0201,0.0012,0.0614,0.0497,0.0845,0.0088,0.8193,0.7705,0.8655,0.031,3.4449,1.2561,6.3216,1.4221,0.115,0.0643,0.1737,0.0324,0.0,0.0,0.0,0.0,0.0667,0.0,1.0,0.2494,0.0667,0.0,1.0,0.2494,0.0344,0.0218,0.045,0.0058,0.0143,0.0,0.0515,0.0166,3.0,3.0,3.0,0.0,3.6,0.0,6.0,1.4967,0.0645,0.0343,0.1861,0.0363,1.2667,0.0,3.0,0.9978,0.535,0.3809,0.6543,0.0818,0.4619,0.4455,0.4717,0.005,0.4427,0.3672,0.5547,0.0644,0.1362,0.014,0.2216,0.0622,187.4007,55.63,266.7,59.6498,288.5621,100.31,413.08,90.2847,0.7398,0.6082,0.8394,0.0619,0.9021,0.7683,0.9965,0.0865,0.1623,0.0248,0.2475,0.0772,0.9286,68.75,0.4286,8,4039.87,,,,"[169.42, 191.01, 115.07, 139.47, 266.7, 212.03, 264.97, 243.84, 207.9, 194.16, 219.58, 114.88, 228.95, 55.63]"
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,0,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f00/f00_best.png,0.5293,0.5293,0.6922,0.1433,0.2722,0.02948,0.09391,0.7584,3.5181,2.3029,0,3,3,0.15973,0.26536,4,3,0.1395,1,0.4516,0.8636,0.7561,0.1245,0->1,232.34,352.36,1,0.6453,0.9963,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,1,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f01/f01_best.png,0.5139,0.5139,0.6789,0.1688,0.286,0.02699,0.08908,0.6617,3.7936,31.3098,0,1,1,0.15758,0.27874,4,6,0.1303,2,0.488,0.8636,0.812,0.0598,1->2,215.93,322.11,1,0.5529,0.9359,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,2,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f02/f02_best.png,0.5528,0.5528,0.712,0.1991,0.3513,0.02865,0.1027,0.7887,2.2995,1.7745,0,2,2,0.11391,0.20652,4,4,0.1733,0,0.4317,0.8889,0.8099,0.0888,2->3,312.24,389.8,1,0.4701,0.9185,0.4484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,3,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f03/f03_best.png,0.5173,0.5173,0.6818,0.1435,0.2552,0.03314,0.12198,0.7363,2.2854,0.7335,0,2,2,0.13846,0.16963,4,5,0.1258,1,0.4841,0.9065,0.9217,0.0168,3->4,164.12,282.28,1,0.4882,0.9467,0.4585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,4,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f04/f04_best.png,0.5293,0.5293,0.6922,0.1551,0.2622,0.02792,0.09406,0.7752,2.5618,1.536,0,2,2,0.17347,0.21397,4,4,0.2122,0,0.5076,0.934,0.8661,0.0727,4->5,158.1,318.55,1,0.5033,0.9461,0.4428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,5,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f05/f05_best.png,0.5154,0.5154,0.6802,0.1703,0.3263,0.04366,0.18061,0.6889,2.6542,1.6345,0,0,0,0.05913,0.10302,4,5,0.1626,1,0.356,0.934,0.712,0.2377,5->6,226.95,354.16,1,0.7757,0.888,0.1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,6,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f06/f06_best.png,0.5592,0.5592,0.7173,0.1541,0.2776,0.03324,0.13628,0.7319,2.0458,1.2461,0,1,1,0.09685,0.14287,2,6,0.1962,4,0.5025,0.9806,0.8393,0.1441,6->7,161.0,304.33,1,0.627,0.8977,0.2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,7,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f07/f07_best.png,0.5403,0.5403,0.7016,0.1725,0.2929,0.03,0.08869,0.747,1.3727,3.3528,0,2,2,0.08491,0.16536,3,4,0.098,1,0.4267,0.9901,0.8729,0.1184,7->8,236.24,362.98,1,0.64,0.9076,0.2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,8,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f08/f08_best.png,0.5524,0.5524,0.7117,0.1792,0.3118,0.02748,0.08955,0.7608,1.4403,0.9253,0,2,2,0.08593,0.17411,2,4,0.2491,2,0.4617,1.0,0.8182,0.1818,8->9,196.86,306.89,1,0.6467,0.9028,0.2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_04_M,optimizer_static,original,14,0,128,frame,9,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_04_M/f09/f09_best.png,0.5659,0.5659,0.7228,0.1779,0.3155,0.03109,0.13061,0.7163,1.4334,0.7337,0,0,0,0.09264,0.19978,2,7,0.1249,5,0.5343,0.9792,0.9706,0.0088,9->10,268.9,308.84,1,0.7898,0.9071,0.1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
