shadow_name,subset,target,best_iou,mean_iou,std_iou,min_iou,n_runs,best_run,n_robots,arm_gap_m,seconds,best_iou_vs_original,mean_iou_vs_original,fit_scale,fit_dx,fit_dy,uncastable_before,uncastable_after,best_shadow_png,q_rad_json,a_rot_deg,a_pitch_deg,a_elbow_deg,a_wristpitch_deg,a_wristroll_deg,a_grip_deg,b_rot_deg,b_pitch_deg,b_elbow_deg,b_wristpitch_deg,b_wristroll_deg,b_grip_deg,c_rot_deg,c_pitch_deg,c_elbow_deg,c_wristpitch_deg,c_wristroll_deg,c_grip_deg
hand_shadow/dog_hasper-01,hand_shadow,targets/hand_shadow/dog_hasper-01.png,0.6477,0.6138,0.0193,0.575,10,6,3,0.2,181.9,,,,,,,,hand_shadow/dog_hasper-01/dog_hasper-01_best.png,"[1.881537, -1.198028, -0.006962, 0.387311, -1.894686, 1.741106, -0.4002, -0.421383, -1.689986, -1.44815, -0.908817, 1.729185, 1.060352, 0.969677, -1.473619, 1.535892, 0.032291, 1.583745]",107.8,-68.64,-0.4,22.19,-108.56,99.76,-22.93,-24.14,-96.83,-82.97,-52.07,99.08,60.75,55.56,-84.43,88.0,1.85,90.74
animals/fly_mpeg7-02,animals,targets/animals/fly_mpeg7-02.png,0.6465,0.6231,0.0161,0.6006,10,9,3,0.2,178.9,,,,,,,,animals/fly_mpeg7-02/fly_mpeg7-02_best.png,"[1.46579, -1.719653, 0.122054, -0.866603, -2.742937, 1.73125, 1.148903, -0.731353, -1.676306, -1.11459, 1.164061, 1.7453, -1.916564, 0.079148, -1.44419, -0.912321, -0.050744, 0.134768]",83.98,-98.53,6.99,-49.65,-157.16,99.19,65.83,-41.9,-96.05,-63.86,66.7,100.0,-109.81,4.53,-82.75,-52.27,-2.91,7.72
vehicles/truck_mpeg7-05,vehicles,targets/vehicles/truck_mpeg7-05.png,0.6464,0.5992,0.0195,0.5732,10,1,3,0.2,104.1,,,,,,,,vehicles/truck_mpeg7-05/truck_mpeg7-05_best.png,"[-1.91986, 0.118843, -1.280201, 1.653224, 1.387201, 0.46646, 1.118327, -1.081949, -1.290636, -1.041495, -1.895554, 0.996571, -1.146353, -0.302672, -0.509323, 1.587266, -0.112241, 1.065038]",-110.0,6.81,-73.35,94.72,79.48,26.73,64.08,-61.99,-73.95,-59.67,-108.61,57.1,-65.68,-17.34,-29.18,90.94,-6.43,61.02
digits/2_dejavusansmono-bold,digits,targets/digits/2_dejavusansmono-bold.png,0.646,0.6063,0.0321,0.5438,10,1,3,0.2,181.1,,,,,,,,digits/2_dejavusansmono-bold/2_dejavusansmono-bold_best.png,"[-0.47458, -0.566343, -1.687369, 0.916486, -2.529267, 1.218507, -1.162292, -1.55342, -1.366594, -0.718572, -1.484536, 0.590792, 1.298405, 0.464656, -0.213871, 1.175827, 0.536647, 1.430938]",-27.19,-32.45,-96.68,52.51,-144.92,69.82,-66.59,-89.0,-78.3,-41.17,-85.06,33.85,74.39,26.62,-12.25,67.37,30.75,81.99
abstract/device0_mpeg7-05,abstract,targets/abstract/device0_mpeg7-05.png,0.6451,0.6232,0.021,0.5799,10,5,3,0.2,115.2,,,,,,,,abstract/device0_mpeg7-05/device0_mpeg7-05_best.png,"[-1.851721, -0.361191, -0.232678, 0.070958, -2.035057, 0.031818, 0.92556, -1.220944, -0.724045, -1.412851, 1.093342, -0.153389, -1.356649, 0.388454, -1.213222, -1.4537, -2.07616, 1.653809]",-106.1,-20.69,-13.33,4.07,-116.6,1.82,53.03,-69.95,-41.48,-80.95,62.64,-8.79,-77.73,22.26,-69.51,-83.29,-118.96,94.76
objects/glas_mpeg7-05,objects,targets/objects/glas_mpeg7-05.png,0.6451,0.6263,0.0145,0.601,10,0,3,0.2,123.8,,,,,,,,objects/glas_mpeg7-05/glas_mpeg7-05_best.png,"[0.142122, -0.693232, -1.219952, 1.334878, -0.904178, -0.147732, 0.80497, -1.018483, -0.753515, -0.646274, -0.073326, -0.173331, -0.176845, -0.691623, -0.915126, 1.251694, 1.100878, 0.153408]",8.14,-39.72,-69.9,76.48,-51.81,-8.46,46.12,-58.35,-43.17,-37.03,-4.2,-9.93,-10.13,-39.63,-52.43,71.72,63.08,8.79
animals/ray_mpeg7-05,animals,targets/animals/ray_mpeg7-05.png,0.6449,0.6214,0.0148,0.604,10,8,3,0.2,182.5,,,,,,,,animals/ray_mpeg7-05/ray_mpeg7-05_best.png,"[0.868689, -0.349858, -1.601186, -1.001071, -0.165364, 1.364355, 1.867207, -1.102585, -0.343651, -0.657967, -2.164885, 1.689429, 0.775066, -0.532646, -1.664131, -1.65806, 0.985221, 1.74533]",49.77,-20.05,-91.74,-57.36,-9.47,78.17,106.98,-63.17,-19.69,-37.7,-124.04,96.8,44.41,-30.52,-95.35,-95.0,56.45,100.0
animals/lmfish_mpeg7-02,animals,targets/animals/lmfish_mpeg7-02.png,0.6445,0.613,0.0249,0.5613,10,8,3,0.2,180.8,,,,,,,,animals/lmfish_mpeg7-02/lmfish_mpeg7-02_best.png,"[0.839466, -0.473739, -1.584732, -0.916856, -2.598958, 0.109075, -1.156192, -0.732657, 0.099494, 1.563561, 1.089837, 0.132648, 0.866422, -0.745401, -1.69, -0.063195, 0.658568, 1.699164]",48.1,-27.14,-90.8,-52.53,-148.91,6.25,-66.24,-41.98,5.7,89.59,62.44,7.6,49.64,-42.71,-96.83,-3.62,37.73,97.35
letters_lower/i_dejavusansmono-bold,letters_lower,targets/letters_lower/i_dejavusansmono-bold.png,0.6441,0.6057,0.0195,0.5808,10,0,3,0.2,174.3,,,,,,,,letters_lower/i_dejavusansmono-bold/i_dejavusansmono-bold_best.png,"[-0.314687, -1.03402, -0.474975, -0.032624, 1.976356, 1.614256, 0.868321, -1.087981, -0.618721, 1.61701, 1.667859, -0.174533, 1.91986, -1.427725, 1.485863, 0.471044, -0.96755, 1.386448]",-18.03,-59.24,-27.21,-1.87,113.24,92.49,49.75,-62.34,-35.45,92.65,95.56,-10.0,110.0,-81.8,85.13,26.99,-55.44,79.44
digits/4_dejavusansmono-bold,digits,targets/digits/4_dejavusansmono-bold.png,0.6431,0.6221,0.0174,0.5841,10,5,3,0.2,176.5,,,,,,,,digits/4_dejavusansmono-bold/4_dejavusansmono-bold_best.png,"[-0.297493, -1.565566, -0.135531, 0.525389, -0.527246, 0.050956, 0.532081, -1.094245, 0.538324, -1.65806, -2.213974, 1.010303, 0.630754, -1.177015, -0.674213, 0.157026, 1.614715, 0.146]",-17.05,-89.7,-7.77,30.1,-30.21,2.92,30.49,-62.7,30.84,-95.0,-126.85,57.89,36.14,-67.44,-38.63,9.0,92.52,8.37
objects/guitar_mpeg7-04,objects,targets/objects/guitar_mpeg7-04.png,0.643,0.6033,0.031,0.5528,10,2,3,0.2,127.7,,,,,,,,objects/guitar_mpeg7-04/guitar_mpeg7-04_best.png,"[-1.764269, -1.229788, -0.046005, 1.232638, 1.586127, 0.98099, 1.030431, 0.444327, -1.497704, 1.65806, -2.74385, 0.894517, 0.488412, -0.514985, -1.69, -0.590766, -2.132213, 0.823973]",-101.09,-70.46,-2.64,70.62,90.88,56.21,59.04,25.46,-85.81,95.0,-157.21,51.25,27.98,-29.51,-96.83,-33.85,-122.17,47.21
abstract/device9_mpeg7-02,abstract,targets/abstract/device9_mpeg7-02.png,0.6429,0.6108,0.0179,0.5796,10,1,3,0.2,113.7,,,,,,,,abstract/device9_mpeg7-02/device9_mpeg7-02_best.png,"[1.051651, -1.221433, -1.480691, 1.122883, -0.144069, -0.129637, -1.806405, 0.326499, -1.370731, -0.980839, 2.02973, 1.730667, -1.233274, 0.797727, -1.442597, -1.37487, -1.29701, -0.132803]",60.26,-69.98,-84.84,64.34,-8.25,-7.43,-103.5,18.71,-78.54,-56.2,116.29,99.16,-70.66,45.71,-82.65,-78.77,-74.31,-7.61
objects/hat_mpeg7-05,objects,targets/objects/hat_mpeg7-05.png,0.6426,0.6179,0.0183,0.5918,10,9,3,0.2,124.2,,,,,,,,objects/hat_mpeg7-05/hat_mpeg7-05_best.png,"[1.016772, -0.530663, -1.69, -1.65806, -1.607415, 0.488666, -0.98264, -0.028065, -1.331799, -1.474485, -1.508258, 0.083871, 0.44502, -0.675152, -0.743966, -1.397331, -0.739741, 0.599811]",58.26,-30.4,-96.83,-95.0,-92.1,28.0,-56.3,-1.61,-76.31,-84.48,-86.42,4.81,25.5,-38.68,-42.63,-80.06,-42.38,34.37
objects/brick_mpeg7-05,objects,targets/objects/brick_mpeg7-05.png,0.642,0.5884,0.036,0.5203,10,8,3,0.2,126.7,,,,,,,,objects/brick_mpeg7-05/brick_mpeg7-05_best.png,"[0.879225, -0.430651, -1.679589, -1.60087, -0.18383, -0.166303, -1.219909, -0.171562, -0.81477, 1.580233, -2.384207, -0.151338, 0.565229, -0.618335, -1.689993, -0.848388, 1.581206, 1.448333]",50.38,-24.67,-96.23,-91.72,-10.53,-9.53,-69.9,-9.83,-46.68,90.54,-136.6,-8.67,32.39,-35.43,-96.83,-48.61,90.6,82.98
letters_upper/A_dejavusans-bold,letters_upper,targets/letters_upper/A_dejavusans-bold.png,0.6408,0.5927,0.0237,0.5506,10,2,3,0.2,180.7,,,,,,,,letters_upper/A_dejavusans-bold/A_dejavusans-bold_best.png,"[-0.760369, -0.103499, -1.69, -0.958494, 0.743552, 1.412538, 0.846057, -0.848208, -1.610316, -1.657817, -0.259419, 0.046063, -0.287552, -0.322824, -1.412989, -1.65806, -2.393781, -0.174533]",-43.57,-5.93,-96.83,-54.92,42.6,80.93,48.48,-48.6,-92.26,-94.99,-14.86,2.64,-16.48,-18.5,-80.96,-95.0,-137.15,-10.0
digits/8_dejavusansmono-bold,digits,targets/digits/8_dejavusansmono-bold.png,0.6402,0.6219,0.0137,0.5998,10,7,3,0.2,180.4,,,,,,,,digits/8_dejavusansmono-bold/8_dejavusansmono-bold_best.png,"[0.935123, -0.306063, -1.190313, -1.305833, 1.803374, -0.169814, 0.993791, -1.295043, -1.252534, 1.23529, 0.358352, 0.748387, 0.416986, -1.49279, -0.356404, 1.509962, 2.075131, 0.64805]",53.58,-17.54,-68.2,-74.82,103.33,-9.73,56.94,-74.2,-71.76,70.78,20.53,42.88,23.89,-85.53,-20.42,86.51,118.9,37.13
animals/dog_mpeg7-01,animals,targets/animals/dog_mpeg7-01.png,0.6398,0.5989,0.0238,0.5478,10,0,3,0.2,180.3,,,,,,,,animals/dog_mpeg7-01/dog_mpeg7-01_best.png,"[-0.294664, -0.486844, -1.368447, -1.65806, 1.374618, 1.484165, -1.190065, -0.618622, -0.296914, 0.903726, 0.217653, -0.173071, -0.599636, -0.485748, -1.69, -1.241753, -1.046502, 0.305731]",-16.88,-27.89,-78.41,-95.0,78.76,85.04,-68.19,-35.44,-17.01,51.78,12.47,-9.92,-34.36,-27.83,-96.83,-71.15,-59.96,17.52
animals/fly_mpeg7-04,animals,targets/animals/fly_mpeg7-04.png,0.6394,0.6168,0.0177,0.5792,10,7,3,0.2,176.7,,,,,,,,animals/fly_mpeg7-04/fly_mpeg7-04_best.png,"[0.922065, -0.483521, -1.69, -1.606317, 1.324111, -0.174533, -0.567724, 0.050447, -1.676953, -1.486887, -1.289851, 1.281662, -0.994919, -0.249663, -1.007964, 0.788687, 1.434708, -0.125223]",52.83,-27.7,-96.83,-92.04,75.87,-10.0,-32.53,2.89,-96.08,-85.19,-73.9,73.43,-57.0,-14.3,-57.75,45.19,82.2,-7.17
animals/frog_mpeg7-05,animals,targets/animals/frog_mpeg7-05.png,0.6393,0.609,0.0256,0.5516,10,8,3,0.2,169.0,,,,,,,,animals/frog_mpeg7-05/frog_mpeg7-05_best.png,"[0.93247, -0.860244, -0.618966, -1.594072, -0.289883, 0.848501, -1.302445, -0.135845, -0.688002, 1.633747, -2.74385, 1.089363, 0.83394, -1.361193, -0.521849, -0.087302, 0.039175, 0.365458]",53.43,-49.29,-35.46,-91.33,-16.61,48.62,-74.62,-7.78,-39.42,93.61,-157.21,62.42,47.78,-77.99,-29.9,-5.0,2.24,20.94
letters_upper/K_dejavusans-bold,letters_upper,targets/letters_upper/K_dejavusans-bold.png,0.6392,0.6023,0.0194,0.5698,10,5,3,0.2,182.8,,,,,,,,letters_upper/K_dejavusans-bold/K_dejavusans-bold_best.png,"[1.692245, -1.467233, -0.674547, 1.105156, 0.487008, 0.538954, -0.489724, -0.860444, -0.671542, -0.921603, -1.837345, -0.063532, 1.040533, -1.027198, -1.666628, -1.140408, 1.986, 0.205434]",96.96,-84.07,-38.65,63.32,27.9,30.88,-28.06,-49.3,-38.48,-52.8,-105.27,-3.64,59.62,-58.85,-95.49,-65.34,113.79,11.77
letters_upper/R_dejavusansmono-bold,letters_upper,targets/letters_upper/R_dejavusansmono-bold.png,0.6388,0.6168,0.014,0.5916,10,5,3,0.2,177.7,,,,,,,,letters_upper/R_dejavusansmono-bold/R_dejavusansmono-bold_best.png,"[1.91962, -0.828425, -0.804495, 0.83841, 1.71221, 0.933263, 1.082103, -0.710516, -1.689647, -1.65799, 2.840363, 0.311956, 0.566903, -0.712261, -1.687566, 0.751837, 1.863654, 0.522766]",109.99,-47.47,-46.09,48.04,98.1,53.47,62.0,-40.71,-96.81,-95.0,162.74,17.87,32.48,-40.81,-96.69,43.08,106.78,29.95
digits/4_dejavuserif-bold,digits,targets/digits/4_dejavuserif-bold.png,0.6387,0.6056,0.0149,0.5851,10,2,3,0.2,166.6,,,,,,,,digits/4_dejavuserif-bold/4_dejavuserif-bold_best.png,"[0.709766, -1.590218, -0.173373, 0.51491, -1.22481, -0.109934, -0.386925, -0.916909, -1.106572, 0.629619, -1.909517, 1.29623, 0.049362, -0.986672, 0.668358, -1.65806, -1.870896, 1.610887]",40.67,-91.11,-9.93,29.5,-70.18,-6.3,-22.17,-52.54,-63.4,36.07,-109.41,74.27,2.83,-56.53,38.29,-95.0,-107.19,92.3
animals/elephant_mpeg7-03,animals,targets/animals/elephant_mpeg7-03.png,0.6386,0.6118,0.0208,0.5757,10,9,3,0.2,179.7,,,,,,,,animals/elephant_mpeg7-03/elephant_mpeg7-03_best.png,"[0.804737, -0.537411, -1.187143, -1.507028, -0.665466, 0.83099, -1.148073, 0.228138, -1.410957, -1.387697, -1.817814, -0.174533, -0.631986, -0.61332, -1.69, -1.65806, -0.14427, 0.867825]",46.11,-30.79,-68.02,-86.35,-38.13,47.61,-65.78,13.07,-80.84,-79.51,-104.15,-10.0,-36.21,-35.14,-96.83,-95.0,-8.27,49.72
abstract/heart_mpeg7-05,abstract,targets/abstract/heart_mpeg7-05.png,0.6384,0.5936,0.0294,0.5462,10,0,3,0.2,115.1,,,,,,,,abstract/heart_mpeg7-05/heart_mpeg7-05_best.png,"[-1.875572, 0.220634, -0.557734, -0.254283, 1.639197, 0.879454, -0.925849, -0.435324, -0.015566, -1.595193, 1.415844, 1.558182, -1.518037, 0.275218, -0.813174, -1.65806, 0.572687, 0.548096]",-107.46,12.64,-31.96,-14.57,93.92,50.39,-53.05,-24.94,-0.89,-91.4,81.12,89.28,-86.98,15.77,-46.59,-95.0,32.81,31.4
letters_lower/g_dejavuserif-bold,letters_lower,targets/letters_lower/g_dejavuserif-bold.png,0.6382,0.6227,0.0158,0.5885,10,5,3,0.2,170.0,,,,,,,,letters_lower/g_dejavuserif-bold/g_dejavuserif-bold_best.png,"[1.919806, -0.821122, -1.201825, 1.268506, 2.015042, -0.063558, 0.770828, -1.600114, -0.531746, 0.774828, -0.369424, 0.00768, 0.141785, -1.313813, -0.371538, -0.257306, 2.284146, 0.593817]",110.0,-47.05,-68.86,72.68,115.45,-3.64,44.17,-91.68,-30.47,44.39,-21.17,0.44,8.12,-75.28,-21.29,-14.74,130.87,34.02
letters_upper/P_dejavuserif-bold,letters_upper,targets/letters_upper/P_dejavuserif-bold.png,0.6375,0.6155,0.0153,0.5874,10,9,3,0.2,175.2,,,,,,,,letters_upper/P_dejavuserif-bold/P_dejavuserif-bold_best.png,"[1.869368, -0.939768, -0.254077, -0.951488, -1.831002, 1.702459, 0.69586, -0.732786, -1.69, 0.236487, 0.473638, 1.74533, 0.949153, -1.315955, 1.129561, -1.019855, 0.803781, 0.843177]",107.11,-53.84,-14.56,-54.52,-104.91,97.54,39.87,-41.99,-96.83,13.55,27.14,100.0,54.38,-75.4,64.72,-58.43,46.05,48.31
animals/flatfish_mpeg7-05,animals,targets/animals/flatfish_mpeg7-05.png,0.6346,0.5847,0.0294,0.5425,10,0,3,0.2,177.7,,,,,,,,animals/flatfish_mpeg7-05/flatfish_mpeg7-05_best.png,"[-1.873968, 0.171472, -1.133349, 1.374144, 1.227745, 0.539716, -1.49133, -0.777384, -0.291169, 1.656303, -1.264778, 1.136488, -0.788445, -0.978392, -1.685858, -0.448373, -1.107929, 0.570356]",-107.37,9.82,-64.94,78.73,70.34,30.92,-85.45,-44.54,-16.68,94.9,-72.47,65.12,-45.17,-56.06,-96.59,-25.69,-63.48,32.68
animals/frog_mpeg7-04,animals,targets/animals/frog_mpeg7-04.png,0.6343,0.618,0.0116,0.601,10,8,3,0.2,181.9,,,,,,,,animals/frog_mpeg7-04/frog_mpeg7-04_best.png,"[1.099939, -0.724096, -1.348941, -1.65806, -0.06264, 1.417527, 0.865491, -0.508325, -0.470654, -1.63526, -1.221224, 1.523569, -0.422137, -1.246747, -1.69, 1.604981, -0.344792, -0.10347]",63.02,-41.49,-77.29,-95.0,-3.59,81.22,49.59,-29.12,-26.97,-93.69,-69.97,87.29,-24.19,-71.43,-96.83,91.96,-19.76,-5.93
digits/9_dejavuserif-bold,digits,targets/digits/9_dejavuserif-bold.png,0.6343,0.5956,0.0209,0.5488,10,5,3,0.2,176.6,,,,,,,,digits/9_dejavuserif-bold/9_dejavuserif-bold_best.png,"[1.91986, -0.799401, -1.103416, 1.138626, 2.14794, 1.047865, 0.733961, -1.405553, -0.911693, 1.040565, -1.251787, 0.242409, -0.088661, -1.354913, -0.326711, -0.087311, 2.138943, 0.392685]",110.0,-45.8,-63.22,65.24,123.07,60.04,42.05,-80.53,-52.24,59.62,-71.72,13.89,-5.08,-77.63,-18.72,-5.0,122.55,22.5
letters_upper/Z_dejavusans-bold,letters_upper,targets/letters_upper/Z_dejavusans-bold.png,0.6342,0.5846,0.0261,0.5335,10,5,3,0.2,130.9,,,,,,,,letters_upper/Z_dejavusans-bold/Z_dejavusans-bold_best.png,"[-1.91986, -0.069993, -0.637542, -0.027034, -1.279709, 1.68688, -0.954715, -1.378458, -1.66808, -0.29933, 0.77335, 1.529102, 1.109332, 0.029735, 0.31695, 0.55764, 0.931702, 0.227301]",-110.0,-4.01,-36.53,-1.55,-73.32,96.65,-54.7,-78.98,-95.57,-17.15,44.31,87.61,63.56,1.7,18.16,31.95,53.38,13.02
letters_lower/w_dejavusansmono-bold,letters_lower,targets/letters_lower/w_dejavusansmono-bold.png,0.6338,0.5981,0.0379,0.5268,10,3,3,0.2,174.6,,,,,,,,letters_lower/w_dejavusansmono-bold/w_dejavusansmono-bold_best.png,"[-1.91707, 0.595425, -0.912945, -0.719366, 0.761958, 0.929008, -1.340662, 0.464397, -1.119717, -0.337218, 2.486306, 0.335903, -1.91986, -1.10097, 0.366151, 0.061018, -2.640701, 0.502432]",-109.84,34.12,-52.31,-41.22,43.66,53.23,-76.81,26.61,-64.16,-19.32,142.45,19.25,-110.0,-63.08,20.98,3.5,-151.3,28.79
abstract/device0_mpeg7-02,abstract,targets/abstract/device0_mpeg7-02.png,0.6337,0.6005,0.0214,0.5692,10,2,3,0.2,114.4,,,,,,,,abstract/device0_mpeg7-02/device0_mpeg7-02_best.png,"[1.887207, -0.676185, 0.248289, -0.724943, 0.190332, 0.277175, -1.876072, 0.267834, -0.150826, -1.061451, 1.180638, 0.921594, -1.221496, -0.10235, -0.85549, 1.264911, -0.324232, 0.2812]",108.13,-38.74,14.23,-41.54,10.91,15.88,-107.49,15.35,-8.64,-60.82,67.65,52.8,-69.99,-5.86,-49.02,72.47,-18.58,16.11
vehicles/truck_mpeg7-01,vehicles,targets/vehicles/truck_mpeg7-01.png,0.6334,0.5985,0.0224,0.5707,10,8,3,0.2,97.4,,,,,,,,vehicles/truck_mpeg7-01/truck_mpeg7-01_best.png,"[0.959161, -0.568286, -1.676065, -1.433878, -1.447203, 1.11766, 0.515586, -0.155994, -1.632359, -1.392115, -0.890905, 0.395845, -0.684245, -0.693091, 0.725768, -1.642785, -0.108847, 0.566061]",54.96,-32.56,-96.03,-82.16,-82.92,64.04,29.54,-8.94,-93.53,-79.76,-51.05,22.68,-39.2,-39.71,41.58,-94.12,-6.24,32.43
letters_lower/u_dejavuserif-bold,letters_lower,targets/letters_lower/u_dejavuserif-bold.png,0.6332,0.6098,0.0195,0.5601,10,9,3,0.2,177.3,,,,,,,,letters_lower/u_dejavuserif-bold/u_dejavuserif-bold_best.png,"[1.167466, -0.810166, 0.516979, -1.640083, 2.834921, 0.301689, 0.760336, -1.187646, -1.047786, 0.71265, 1.606956, 1.127669, -0.706556, -1.345946, -1.61563, 1.647851, 0.275511, 0.572549]",66.89,-46.42,29.62,-93.97,162.43,17.29,43.56,-68.05,-60.03,40.83,92.07,64.61,-40.48,-77.12,-92.57,94.41,15.79,32.8
objects/shoe_mpeg7-05,objects,targets/objects/shoe_mpeg7-05.png,0.6323,0.5819,0.032,0.5152,10,5,3,0.2,125.1,,,,,,,,objects/shoe_mpeg7-05/shoe_mpeg7-05_best.png,"[-1.91986, -0.023185, -0.600093, 0.485511, -1.757082, 0.190153, 0.726002, -0.837135, -0.002886, 1.495802, -2.237799, 1.590713, 0.937512, -1.088307, -1.69, 0.270811, -1.338102, -0.153898]",-110.0,-1.33,-34.38,27.82,-100.67,10.89,41.6,-47.96,-0.17,85.7,-128.22,91.14,53.72,-62.36,-96.83,15.52,-76.67,-8.82
letters_upper/H_dejavusans-bold,letters_upper,targets/letters_upper/H_dejavusans-bold.png,0.6321,0.5854,0.0287,0.5393,10,1,3,0.2,176.4,,,,,,,,letters_upper/H_dejavusans-bold/H_dejavusans-bold_best.png,"[0.964378, -1.457829, -0.986405, 0.962697, -1.973891, 0.259701, -1.320749, 0.690326, -1.69, -1.118345, 0.391454, 0.001136, -1.91986, -1.684514, 0.503179, 0.51279, 1.723454, 0.934696]",55.25,-83.53,-56.52,55.16,-113.1,14.88,-75.67,39.55,-96.83,-64.08,22.43,0.07,-110.0,-96.52,28.83,29.38,98.75,53.55
objects/crown_mpeg7-05,objects,targets/objects/crown_mpeg7-05.png,0.6321,0.5843,0.031,0.5362,10,1,3,0.2,126.4,,,,,,,,objects/crown_mpeg7-05/crown_mpeg7-05_best.png,"[1.017544, -0.454111, -1.654615, -1.65806, -0.029531, -0.174533, 1.131317, -0.479133, 0.233139, -0.420595, -1.085046, 1.720325, -0.65434, -0.924788, -1.69, 0.074732, 1.267546, -0.12913]",58.3,-26.02,-94.8,-95.0,-1.69,-10.0,64.82,-27.45,13.36,-24.1,-62.17,98.57,-37.49,-52.99,-96.83,4.28,72.63,-7.4
letters_lower/x_dejavusansmono-bold,letters_lower,targets/letters_lower/x_dejavusansmono-bold.png,0.6314,0.595,0.0231,0.5673,10,9,3,0.2,179.6,,,,,,,,letters_lower/x_dejavusansmono-bold/x_dejavusansmono-bold_best.png,"[-1.91986, -0.665405, 0.135988, -0.078264, 1.215031, 0.832365, 0.9727, -1.74533, -0.762027, 1.65806, 1.096808, 0.022309, 1.061842, -0.238787, -1.298787, 0.613684, 1.485497, 1.169621]",-110.0,-38.12,7.79,-4.48,69.62,47.69,55.73,-100.0,-43.66,95.0,62.84,1.28,60.84,-13.68,-74.42,35.16,85.11,67.01
letters_lower/q_dejavuserif-bold,letters_lower,targets/letters_lower/q_dejavuserif-bold.png,0.631,0.5937,0.0248,0.5505,10,4,3,0.2,178.5,,,,,,,,letters_lower/q_dejavuserif-bold/q_dejavuserif-bold_best.png,"[0.88626, -1.716692, -0.350802, 0.557724, 1.388254, 0.194876, 0.344779, -0.3012, -0.697478, -1.250944, -1.405063, 1.14361, 0.317054, -0.388869, -0.849289, -0.795743, 1.568601, 0.631005]",50.78,-98.36,-20.1,31.96,79.54,11.17,19.75,-17.26,-39.96,-71.67,-80.5,65.52,18.17,-22.28,-48.66,-45.59,89.87,36.15
letters_upper/X_dejavusans-bold,letters_upper,targets/letters_upper/X_dejavusans-bold.png,0.6308,0.5806,0.0297,0.5316,10,5,3,0.2,175.5,,,,,,,,letters_upper/X_dejavusans-bold/X_dejavusans-bold_best.png,"[1.91986, -0.767386, -0.212971, -1.653785, 1.825204, 0.343983, 0.945204, -1.74533, -0.690731, 1.65806, 0.0551, 0.429062, 0.577935, -0.416314, -1.69, -0.395896, -2.697819, 0.202106]",110.0,-43.97,-12.2,-94.75,104.58,19.71,54.16,-100.0,-39.58,95.0,3.16,24.58,33.11,-23.85,-96.83,-22.68,-154.57,11.58
letters_upper/Z_dejavuserif-bold,letters_upper,targets/letters_upper/Z_dejavuserif-bold.png,0.6282,0.5879,0.0187,0.5605,10,4,3,0.2,125.7,,,,,,,,letters_upper/Z_dejavuserif-bold/Z_dejavuserif-bold_best.png,"[0.988504, -0.576539, -1.659253, -0.427256, 0.499718, 0.048434, 1.210905, 0.263207, 0.360824, -0.711638, 2.739849, 1.247608, -0.789299, -1.646233, -1.69, 0.643324, -0.348938, 1.033292]",56.64,-33.03,-95.07,-24.48,28.63,2.78,69.38,15.08,20.67,-40.77,156.98,71.48,-45.22,-94.32,-96.83,36.86,-19.99,59.2
vehicles/personal-car_mpeg7-05,vehicles,targets/vehicles/personal-car_mpeg7-05.png,0.628,0.5723,0.024,0.5449,10,8,3,0.2,123.6,,,,,,,,vehicles/personal-car_mpeg7-05/personal-car_mpeg7-05_best.png,"[0.837706, -0.447297, -1.589564, -1.556181, -2.277354, 0.081256, -1.175846, -0.71794, -0.016695, 1.126602, -1.320423, -0.146078, 0.863513, -0.727515, -1.69, -0.989988, 1.331045, 1.667692]",48.0,-25.63,-91.08,-89.16,-130.48,4.66,-67.37,-41.13,-0.96,64.55,-75.65,-8.37,49.48,-41.68,-96.83,-56.72,76.26,95.55
letters_lower/j_dejavuserif-bold,letters_lower,targets/letters_lower/j_dejavuserif-bold.png,0.6275,0.5878,0.0375,0.5094,10,7,3,0.2,172.6,,,,,,,,letters_lower/j_dejavuserif-bold/j_dejavuserif-bold_best.png,"[1.880736, 0.792186, -1.685529, -1.132976, 2.3573, 0.138196, -0.974533, -1.24668, -0.537731, 0.292023, 2.364493, 0.614325, 1.727016, -1.402526, 1.551473, 0.774052, 0.585033, 1.163004]",107.76,45.39,-96.57,-64.91,135.06,7.92,-55.84,-71.43,-30.81,16.73,135.48,35.2,98.95,-80.36,88.89,44.35,33.52,66.64
abstract/device0_mpeg7-03,abstract,targets/abstract/device0_mpeg7-03.png,0.6265,0.604,0.0137,0.5758,10,5,3,0.2,114.2,,,,,,,,abstract/device0_mpeg7-03/device0_mpeg7-03_best.png,"[-1.872002, 0.481982, -1.69, 0.882565, -2.732859, 0.031479, 1.05469, -0.667049, -0.501512, 0.409571, -1.960176, 0.3879, 0.646253, -1.011278, -0.902512, -1.583129, -2.026704, -0.11947]",-107.26,27.62,-96.83,50.57,-156.58,1.8,60.43,-38.22,-28.73,23.47,-112.31,22.23,37.03,-57.94,-51.71,-90.71,-116.12,-6.85
